taxonId,area,gazetteer,status,referenceID
1153,RU,iso,native,
1153,TJ,iso,native,
1155,RU,iso,native,
1157,RU,iso,native,
1159,KZ,iso,native,
1159,RU,iso,native,
1161,JP,iso,native,
1161,KR,iso,native,
1163,US,iso,native,
1165,CA,iso,native,
1165,US,iso,native,
1167,US,iso,native,
1169,CA,iso,native,
1169,US,iso,native,
1171,US,iso,native,
1173,US,iso,native,
1175,US,iso,native,
1177,US,iso,native,
1179,CA,iso,native,
1179,US,iso,native,
1181,US,iso,native,
1183,CA,iso,native,
1183,US,iso,native,
1188,US-CA,iso,native,
1190,US,iso,native,
1192,US,iso,native,
1194,CA,iso,native,
1196,US,iso,native,
1198,CA,iso,native,
1198,MX,iso,native,
1198,US,iso,native,
1200,US,iso,native,
1202,US,iso,native,
1204,US,iso,native,
1208,CA,iso,native,
1208,US,iso,native,
1210,US,iso,native,
1212,CA,iso,native,
1212,US-AK,iso,native,
1214,MX,iso,native,
1218,AR,iso,native,
1218,CL,iso,native,
1220,CL,iso,native,
1222,AR,iso,native,
1224,CL,iso,native,
1224,CO,iso,native,
1224,EC,iso,native,
1226,AR,iso,native,
1226,CL,iso,native,
1228,CL,iso,native,
1230,CL,iso,native,
1232,CL,iso,native,
1234,CL,iso,native,
1236,BR,iso,native,
1236,CR,iso,native,
1236,EC,iso,native,
1236,EC-W,iso,native,
1236,PE,iso,native,
1238,EC,iso,native,
1238,PE,iso,native,
1240,AR,iso,native,
1240,BR,iso,native,
1240,PY,iso,native,
1242,AR,iso,native,
1244,CL,iso,native,
1246,AR,iso,native,
1248,AR,iso,native,
1248,BO,iso,native,
1248,CL,iso,native,
1248,EC,iso,native,
1248,PE,iso,native,
1250,AR,iso,native,
1252,EC-W,iso,native,
1254,AR,iso,native,
1254,BR,iso,native,
1256,AR,iso,native,
1256,PE,iso,native,
1258,PE,iso,native,
1260,MX,iso,native,
1262,BO,iso,native,
1264,PE,iso,native,
1268,BO,iso,native,
1274,AL,iso,native,
1274,AM,iso,native,
1274,AT,iso,native,
1274,BA,iso,native,
1274,BE,iso,native,
1274,BG,iso,native,
1274,CH,iso,native,
1274,CY,iso,native,
1274,CZ,iso,native,
1274,DE,iso,native,
1274,DK,iso,native,
1274,EE,iso,native,
1274,ES,iso,native,
1274,ES-CN,iso,native,
1274,ES-IB,iso,native,
1274,FR,iso,native,
1274,FR-H,iso,native,
1274,GB-GBN,iso,native,
1274,GR,iso,native,
1274,GR-M,iso,native,
1274,HR,iso,native,
1274,HU,iso,native,
1274,IE,iso,native,
1274,IT,iso,native,
1274,IT-88,iso,native,
1274,IT-82,iso,native,
1274,KG,iso,native,
1274,LT,iso,native,
1274,LU,iso,native,
1274,LV,iso,native,
1274,MA,iso,native,
1274,MK,iso,native,
1274,MT,iso,native,
1274,NL,iso,native,
1274,NO,iso,native,
1274,PL,iso,native,
1274,PT,iso,native,
1274,PT-20,iso,native,
1274,PT-30,iso,native,
1274,RS,iso,native,
1274,RU,iso,native,
1274,SE,iso,native,
1274,SI,iso,native,
1274,SK,iso,native,
1274,TJ,iso,native,
1279,KG,iso,native,
1279,KZ,iso,native,
1279,MN,iso,native,
1279,RU,iso,native,
1279,TJ,iso,native,
1281,UZ,iso,native,
1283,KZ,iso,native,
1285,AD,iso,native,
1285,AL,iso,native,
1285,AM,iso,native,
1285,AT,iso,native,
1285,BG,iso,native,
1285,BY,iso,native,
1285,CH,iso,native,
1285,CZ,iso,native,
1285,DE,iso,native,
1285,DK,iso,native,
1285,EE,iso,native,
1285,ES,iso,native,
1285,FI,iso,native,
1285,FR,iso,native,
1285,FR-H,iso,native,
1285,GB-GBN,iso,native,
1285,GE,iso,native,
1285,HU,iso,native,
1285,IE,iso,native,
1285,IT,iso,native,
1285,IT-82,iso,native,
1285,JP,iso,native,
1285,LT,iso,native,
1285,LV,iso,native,
1285,MN,iso,native,
1285,NO,iso,native,
1285,PL,iso,native,
1285,RS,iso,native,
1285,RU,iso,native,
1285,SE,iso,native,
1285,SI,iso,native,
1285,SK,iso,native,
1293,NP,iso,native,
1295,NP,iso,native,
1297,CA,iso,native,
1297,US,iso,native,
1304,CA,iso,native,
1306,JP,iso,native,
1306,KR,iso,native,
1308,CO,iso,native,
1310,HN,iso,native,
1312,AR,iso,native,
1312,BR,iso,native,
1314,PE,iso,native,
1316,NZ,iso,native,
1318,NZ,iso,native,
1320,NZ,iso,native,
1322,NZ,iso,native,
1326,NZ,iso,native,
1328,IN,iso,native,
1328,NP,iso,native,
1330,ID,iso,native,
1332,NZ,iso,native,
1334,ID,iso,native,
1336,NZ,iso,native,
1338,KE,iso,native,
1338,MW,iso,native,
1338,RW,iso,native,
1338,SZ,iso,native,
1338,ZA,iso,native,
1342,TW,iso,native,
1344,PG,iso,native,
1346,CD,iso,native,
1346,ET,iso,native,
1346,IN,iso,native,
1346,KE,iso,native,
1346,LK,iso,native,
1346,MW,iso,native,
1346,TZ,iso,native,
1346,ZA,iso,native,
1349,TZ,iso,native,
1351,KE,iso,native,
1351,MG,iso,native,
1353,MG,iso,native,
1357,CN,iso,native,
1357,ID,iso,native,
1357,IN,iso,native,
1357,TH,iso,native,
1359,IN,iso,native,
1359,JP,iso,native,
1359,NP,iso,native,
1359,TH,iso,native,
1361,PH,iso,native,
1363,LK,iso,native,983
1365,IN,iso,native,983
1367,IN,iso,native,983
1369,IN,iso,native,983
1369,LK,iso,native,983
1371,IN,iso,native,983
1373,ID,iso,native,983
1377,MG,iso,native,
1382,AR,iso,native,
1382,BR,iso,native,
1384,AR,iso,native,
1384,BM,iso,native,
1384,BO,iso,native,
1384,BR,iso,native,
1384,CL,iso,native,
1384,CL,iso,native,
1384,CO,iso,native,
1384,CR,iso,native,
1384,CU,iso,native,
1384,EC,iso,native,
1384,PE,iso,native,
1384,PY,iso,native,
1384,US,iso,native,
1384,US-HI,iso,native,
1390,AR,iso,native,
1390,CL,iso,native,
1390,PE,iso,native,
1392,AR,iso,native,
1392,CL,iso,native,
1392,FK,iso,native,
1392,PE,iso,native,
1394,AR,iso,native,
1394,CL,iso,native,
1394,PE,iso,native,
1396,AR,iso,native,
1396,CL,iso,native,
1398,CL,iso,native,
1400,AR,iso,native,
1400,CL,iso,native,
1402,CL,iso,native,
1404,AR,iso,native,
1406,CL,iso,native,
1406,PE,iso,native,
1408,AR,iso,native,
1408,CL,iso,native,
1410,PE,iso,native,
1412,AR,iso,native,
1412,BR,iso,native,
1414,AR,iso,native,
1414,BR,iso,native,
1414,PE,iso,native,
1416,PE,iso,native,
1418,EC,iso,native,
1418,PE,iso,native,
1418,VE,iso,native,
1420,PE,iso,native,
1422,PE,iso,native,
1424,CL,iso,native,
1424,PE,iso,native,
1426,PE,iso,native,
1431,BR,iso,native,
1431,CO,iso,native,
1431,CR,iso,native,
1431,TT,iso,native,
1431,TT,iso,native,
1434,AR,iso,native,
1434,BO,iso,native,
1434,BR,iso,native,
1434,CU,iso,native,
1434,CW,iso,native,
1434,EC,iso,native,
1434,GY,iso,native,
1434,HN,iso,native,
1434,NI,iso,native,
1434,PY,iso,native,
1434,VE,iso,native,
1436,BR,iso,native,
1436,CR,iso,native,
1436,MX,iso,native,
1436,US,iso,native,
1438,PR,iso,native,
1440,BR,iso,native,
1445,AU,iso,native,
1445,BR,iso,native,
1445,BS,iso,native,
1445,CD,iso,native,
1445,CI,iso,native,
1445,CM,iso,native,
1445,CN,iso,native,
1445,DM,iso,native,
1445,ET,iso,native,
1445,FJ,iso,native,
1445,GD,iso,native,
1445,GH,iso,native,
1445,GM,iso,native,
1445,GN,iso,native,
1445,GP,iso,native,
1445,GU,iso,native,
1445,ID,iso,native,
1445,ID,iso,native,
1445,IN,iso,native,
1445,JP,iso,native,
1445,JP,iso,native,
1445,KE,iso,native,
1445,LK,iso,native,
1445,MG,iso,native,
1445,MW,iso,native,
1445,MY,iso,native,
1445,NC,iso,native,
1445,NG,iso,native,
1445,NP,iso,native,
1445,PA,iso,native,
1445,PE,iso,native,
1445,PG,iso,native,
1445,PR,iso,native,
1445,PW,iso,native,
1445,PY,iso,native,
1445,RE,iso,native,
1445,SB,iso,native,
1445,SC,iso,native,
1445,SZ,iso,native,
1445,TD,iso,native,
1445,TH,iso,native,
1445,TO,iso,native,
1445,TW,iso,native,
1445,TZ,iso,native,
1445,US,iso,native,
1445,VI,iso,native,
1445,VI,iso,native,
1445,VN,iso,native,
1445,VU,iso,native,
1452,TH,iso,native,
1452,WS,iso,native,
1454,AU,iso,native,
1454,ID,iso,native,
1454,ID,iso,native,
1454,IN,iso,native,
1454,JP,iso,native,
1454,LK,iso,native,
1454,MM,iso,native,
1454,NP,iso,native,
1454,TH,iso,native,
1457,BO,iso,native,
1457,BR,iso,native,
1457,BZ,iso,native,
1457,PE,iso,native,
1457,PY,iso,native,
1459,CA,iso,native,
1461,MW,iso,native,
1461,NA,iso,native,
1461,RW,iso,native,
1461,ZA,iso,native,
1465,MG,iso,native,
1469,MG,iso,native,
1473,CD,iso,native,
1473,KE,iso,native,
1473,MW,iso,native,
1473,NG,iso,native,
1473,UG,iso,native,
1478,AL,iso,native,
1478,AT,iso,native,
1478,BE,iso,native,
1478,BG,iso,native,
1478,CZ,iso,native,
1478,DE,iso,native,
1478,DK,iso,native,
1478,HU,iso,native,
1478,IT,iso,native,
1478,MK,iso,native,
1478,NL,iso,native,
1478,PL,iso,native,
1478,RU,iso,native,
1478,SE,iso,native,
1478,SK,iso,native,
1478,TR,iso,native,
1478,UA,iso,native,
1486,AD,iso,native,
1486,AL,iso,native,
1486,AM,iso,native,
1486,AT,iso,native,
1486,AZ,iso,native,
1486,BA,iso,native,
1486,BE,iso,native,
1486,BG,iso,native,
1486,CA,iso,native,
1486,CH,iso,native,
1486,CY,iso,native,
1486,CZ,iso,native,
1486,DE,iso,native,
1486,DK,iso,native,
1486,EE,iso,native,
1486,ES,iso,native,
1486,FI,iso,native,
1486,FR,iso,native,
1486,FR-H,iso,native,
1486,GB-GBN,iso,native,
1486,GR,iso,native,
1486,HR,iso,native,
1486,HU,iso,native,
1486,IN,iso,native,
1486,IR,iso,native,
1486,IT,iso,native,
1486,IT-88,iso,native,
1486,IT-82,iso,native,
1486,JP,iso,native,
1486,KG,iso,native,
1486,KR,iso,native,
1486,LB,iso,native,
1486,LT,iso,native,
1486,LU,iso,native,
1486,LV,iso,native,
1486,MA,iso,native,
1486,MK,iso,native,
1486,NL,iso,native,
1486,NO,iso,native,
1486,PL,iso,native,
1486,PT,iso,native,
1486,RO,iso,native,
1486,RS,iso,native,
1486,RU,iso,native,
1486,SE,iso,native,
1486,SK,iso,native,
1486,TJ,iso,native,
1486,TM,iso,native,
1486,TR,iso,native,
1486,UA,iso,native,
1486,US,iso,native,
1489,CO,iso,native,
1491,MG,iso,native,
1495,GT,iso,native,
1495,MX,iso,native,
1495,PA,iso,native,
1497,AT,iso,native,
1497,BE,iso,native,
1497,CH,iso,native,
1497,CZ,iso,native,
1497,DE,iso,native,
1497,DK,iso,native,
1497,DK,iso,native,
1497,EE,iso,native,
1497,ES,iso,native,
1497,FI,iso,native,
1497,FR,iso,native,
1497,GB-GBN,iso,native,
1497,HU,iso,native,
1497,IT,iso,native,
1497,LU,iso,native,
1497,NL,iso,native,
1497,PL,iso,native,
1497,PT,iso,native,
1497,RU,iso,native,
1497,SE,iso,native,
1497,SK,iso,native,
1503,FR,iso,native,
1503,IT,iso,native,
1505,AD,iso,native,
1505,AT,iso,native,
1505,CH,iso,native,
1505,ES,iso,native,
1505,FR,iso,native,
1505,IT,iso,native,
1505,LB,iso,native,
1505,MA,iso,native,
1505,PT,iso,native,
1508,DZ,iso,native,
1510,RU,iso,native,
1512,CN,iso,native,
1512,IR,iso,native,
1512,MN,iso,native,
1515,IR,iso,native,
1517,AF,iso,native,
1517,AM,iso,native,
1517,KG,iso,native,
1517,KZ,iso,native,
1517,RU,iso,native,
1517,TJ,iso,native,
1520,CN,iso,native,
1522,AF,iso,native,
1522,KG,iso,native,
1522,KZ,iso,native,
1522,RU,iso,native,
1522,TJ,iso,native,
1522,TM,iso,native,
1522,UZ,iso,native,
1524,RU,iso,native,
1526,IQ,iso,native,
1526,IR,iso,native,
1526,KZ,iso,native,
1526,LB,iso,native,
1526,RU,iso,native,
1526,TR,iso,native,
1531,IR,iso,native,
1531,LB,iso,native,
1531,RU,iso,native,
1531,SY,iso,native,
1531,TR,iso,native,
1533,RU,iso,native,
1535,CN,iso,native,
1537,NA,iso,native,
1537,ZA,iso,native,
1537,ZW,iso,native,
1539,ZA,iso,native,
1541,CD,iso,native,
1541,CM,iso,native,
1541,MW,iso,native,
1541,ZM,iso,native,
1541,ZW,iso,native,
1549,AE,iso,native,
1549,ET,iso,native,
1549,IN,iso,native,
1549,IR,iso,native,
1549,KE,iso,native,
1549,MG,iso,native,
1549,MW,iso,native,
1549,NP,iso,native,
1549,SZ,iso,native,
1549,TZ,iso,native,
1549,ZA,iso,native,
1551,AE,iso,native,
1551,CD,iso,native,
1551,ET,iso,native,
1551,LK,iso,native,
1551,MG,iso,native,
1551,MW,iso,native,
1551,MW,iso,native,
1551,OM,iso,native,
1551,PH,iso,native,
1551,RE,iso,native,
1551,TZ,iso,native,
1551,VI,iso,native,
1551,ZA,iso,native,
1553,ID,iso,native,
1553,IN,iso,native,
1555,BR,iso,native,
1555,BS,iso,native,
1555,CD,iso,native,
1555,EC-W,iso,native,
1555,ET,iso,native,
1555,GD,iso,native,
1555,GP,iso,native,
1555,HT,iso,native,
1555,JM,iso,native,
1555,KE,iso,native,
1555,KY,iso,native,
1555,MQ,iso,native,
1555,MW,iso,native,
1555,PR,iso,native,
1555,TZ,iso,native,
1555,US,iso,native,
1555,VI,iso,native,
1555,ZA,iso,native,
1555,ZM,iso,native,
1555,ZW,iso,native,
1558,US,iso,native,
1560,CD,iso,native,
1560,UG,iso,native,
1562,KE,iso,native,
1564,ET,iso,native,
1564,KE,iso,native,
1564,MG,iso,native,
1564,MW,iso,native,
1564,MZ,iso,native,
1564,NA,iso,native,
1564,SZ,iso,native,
1564,TZ,iso,native,
1564,ZA,iso,native,
1564,ZW,iso,native,
1566,CD,iso,native,
1566,GH,iso,native,
1566,UG,iso,native,
1568,UG,iso,native,
1568,ZA,iso,native,
1570,CD,iso,native,
1570,CI,iso,native,
1570,GH,iso,native,
1570,MW,iso,native,
1570,NG,iso,native,
1570,TZ,iso,native,
1570,UG,iso,native,
1572,KM,iso,native,
1574,MG,iso,native,
1576,CD,iso,native,
1576,CI,iso,native,
1576,CM,iso,native,
1576,GA,iso,native,
1576,GH,iso,native,
1576,KM,iso,native,
1576,MG,iso,native,
1576,MW,iso,native,
1576,RE,iso,native,
1576,TZ,iso,native,
1576,UG,iso,native,
1579,KM,iso,native,
1582,AR,iso,native,
1582,BB,iso,native,
1582,BO,iso,native,
1582,BR,iso,native,
1582,CD,iso,native,
1582,CI,iso,native,
1582,CN,iso,native,
1582,CO,iso,native,
1582,CR,iso,native,
1582,CU,iso,native,
1582,EC,iso,native,
1582,EC-W,iso,native,
1582,GD,iso,native,
1582,GF,iso,native,
1582,GM,iso,native,
1582,GP,iso,native,
1582,GU,iso,native,
1582,ID,iso,native,
1582,JM,iso,native,
1582,JM,iso,native,
1582,JP,iso,native,
1582,KE,iso,native,
1582,MG,iso,native,
1582,ML,iso,native,
1582,MW,iso,native,
1582,MX,iso,native,
1582,NG,iso,native,
1582,NP,iso,native,
1582,PF,iso,native,
1582,PH,iso,native,
1582,PR,iso,native,
1582,PW,iso,native,
1582,PY,iso,native,
1582,RE,iso,native,
1582,SC,iso,native,
1582,SR,iso,native,
1582,SZ,iso,native,
1582,TD,iso,native,
1582,TH,iso,native,
1582,TZ,iso,native,
1582,US,iso,native,
1582,VI,iso,native,
1582,ZA,iso,native,
1582,ZW,iso,native,
1589,KR,iso,native,
1591,CN,iso,native,
1591,JP,iso,native,
1591,KR,iso,native,
1591,MN,iso,native,
1591,RU,iso,native,
1598,CN,iso,native,
1603,CN,iso,native,
1607,ET,iso,native,
1607,OM,iso,native,
1607,SA,iso,native,
1607,YE,iso,native,
1613,AM,iso,native,
1613,AT,iso,native,
1613,BA,iso,native,
1613,BG,iso,native,
1613,CH,iso,native,
1613,CZ,iso,native,
1613,DE,iso,native,
1613,DK,iso,native,
1613,EE,iso,native,
1613,ES,iso,native,
1613,FI,iso,native,
1613,FR,iso,native,
1613,HU,iso,native,
1613,IT,iso,native,
1613,IT-82,iso,native,
1613,KZ,iso,native,
1613,LV,iso,native,
1613,NO,iso,native,
1613,PL,iso,native,
1613,RO,iso,native,
1613,RU,iso,native,
1613,SE,iso,native,
1613,SK,iso,native,
1613,TR,iso,native,
1616,CA,iso,native,
1616,US,iso,native,
1618,CA,iso,native,
1618,US,iso,native,
1622,CA,iso,native,
1622,US,iso,native,
1624,CA,iso,native,
1624,US,iso,native,
1628,IN,iso,native,
1634,AM,iso,native,
1634,FR,iso,native,
1634,IT,iso,native,
1636,AM,iso,native,
1636,BG,iso,native,
1636,FR,iso,native,
1636,GR,iso,native,
1636,HR,iso,native,
1636,MA,iso,native,
1636,RU,iso,native,
1636,TR,iso,native,
1636,UA,iso,native,
1640,AF,iso,native,
1640,CN,iso,native,
1640,GE,iso,native,
1640,KG,iso,native,
1640,KZ,iso,native,
1640,MN,iso,native,
1640,PK,iso,native,
1640,RU,iso,native,
1640,TJ,iso,native,
1640,TR,iso,native,
1640,UA,iso,native,
1640,UZ,iso,native,
1643,AF,iso,native,
1645,IN,iso,native,
1645,KG,iso,native,
1645,TJ,iso,native,
1645,TM,iso,native,
1645,UZ,iso,native,
1647,CN,iso,native,
1647,IN,iso,native,
1647,JP,iso,native,
1647,LK,iso,native,
1647,NP,iso,native,
1651,AM,iso,native,
1651,GE,iso,native,
1651,IR,iso,native,
1651,SY,iso,native,
1651,TJ,iso,native,
1651,TM,iso,native,
1651,TR,iso,native,
1657,AT,iso,native,
1657,BE,iso,native,
1657,CH,iso,native,
1657,CZ,iso,native,
1657,DE,iso,native,
1657,ES,iso,native,
1657,FR,iso,native,
1657,FR-H,iso,native,
1657,GB-GBN,iso,native,
1657,HU,iso,native,
1657,IE,iso,native,
1657,IT,iso,native,
1657,LU,iso,native,
1657,NL,iso,native,
1657,NO,iso,native,
1657,PT,iso,native,
1657,RU,iso,native,
1657,SK,iso,native,
1661,AM,iso,native,
1661,AT,iso,native,
1661,BA,iso,native,
1661,BE,iso,native,
1661,BG,iso,native,
1661,CH,iso,native,
1661,CY,iso,native,
1661,CZ,iso,native,
1661,DE,iso,native,
1661,ES,iso,native,
1661,FR,iso,native,
1661,GR,iso,native,
1661,HR,iso,native,
1661,HU,iso,native,
1661,IR,iso,native,
1661,KZ,iso,native,
1661,LB,iso,native,
1661,LI,iso,native,
1661,ME,iso,native,
1661,MK,iso,native,
1661,PL,iso,native,
1661,RO,iso,native,
1661,RU,iso,native,
1661,SK,iso,native,
1661,TM,iso,native,
1661,TR,iso,native,
1661,UA,iso,native,
1667,AT,iso,native,
1667,BG,iso,native,
1667,CH,iso,native,
1667,DE,iso,native,
1667,FI,iso,native,
1667,FR,iso,native,
1667,GR-M,iso,native,
1667,HU,iso,native,
1667,IT,iso,native,
1667,KG,iso,native,
1667,KZ,iso,native,
1667,LV,iso,native,
1667,MK,iso,native,
1667,MN,iso,native,
1667,PL,iso,native,
1667,RO,iso,native,
1667,RU,iso,native,
1667,SK,iso,native,
1667,TR,iso,native,
1672,JP,iso,native,
1674,AT,iso,native,
1674,AZ,iso,native,
1674,BE,iso,native,
1674,BG,iso,native,
1674,CH,iso,native,
1674,CZ,iso,native,
1674,DE,iso,native,
1674,ES,iso,native,
1674,FR,iso,native,
1674,GR,iso,native,
1674,GR-M,iso,native,
1674,HR,iso,native,
1674,IT,iso,native,
1674,KZ,iso,native,
1674,PL,iso,native,
1674,RO,iso,native,
1674,RU,iso,native,
1674,TJ,iso,native,
1674,TR,iso,native,
1677,ES,iso,native,
1679,AF,iso,native,
1679,BA,iso,native,
1679,ES,iso,native,
1679,FR,iso,native,
1679,GR,iso,native,
1679,HR,iso,native,
1679,IT,iso,native,
1679,IT-82,iso,native,
1679,LB,iso,native,
1679,MK,iso,native,
1679,TR,iso,native,
1681,MA,iso,native,
1683,AT,iso,native,
1683,BE,iso,native,
1683,CZ,iso,native,
1683,DE,iso,native,
1683,FR,iso,native,
1683,IT,iso,native,
1683,RU,iso,native,
1683,SK,iso,native,
1686,CY,iso,native,
1686,GR,iso,native,
1686,IT-82,iso,native,
1688,IT-82,iso,native,
1690,FR,iso,native,
1690,FR-H,iso,native,
1690,GR,iso,native,
1690,HR,iso,native,
1690,IT,iso,native,
1690,IT-88,iso,native,
1690,TR,iso,native,
1692,AM,iso,native,
1692,BG,iso,native,
1692,ES,iso,native,
1692,FR,iso,native,
1692,GR,iso,native,
1692,HR,iso,native,
1692,IL,iso,native,
1692,IT,iso,native,
1692,IT-88,iso,native,
1692,RO,iso,native,
1692,RS,iso,native,
1692,RU,iso,native,
1692,TM,iso,native,
1692,TR,iso,native,
1692,UA,iso,native,
1694,IL,iso,native,
1694,TR,iso,native,
1696,AF,iso,native,
1696,GR,iso,native,
1696,IL,iso,native,
1696,IR,iso,native,
1696,SY,iso,native,
1696,TM,iso,native,
1696,TR,iso,native,
1698,AF,iso,native,
1698,IR,iso,native,
1698,TJ,iso,native,
1698,TM,iso,native,
1698,TR,iso,native,
1698,UZ,iso,native,
1701,PH,iso,native,
1703,US,iso,native,
1707,CA,iso,native,
1707,US,iso,native,
1709,US,iso,native,
1711,CD,iso,native,
1711,ET,iso,native,
1711,KE,iso,native,
1711,MW,iso,native,
1711,TZ,iso,native,
1711,ZA,iso,native,
1711,ZW,iso,native,
1716,AT,iso,native,
1716,BA,iso,native,
1716,BE,iso,native,
1716,BG,iso,native,
1716,CH,iso,native,
1716,CZ,iso,native,
1716,DE,iso,native,
1716,DK,iso,native,
1716,EE,iso,native,
1716,ES,iso,native,
1716,FI,iso,native,
1716,FR,iso,native,
1716,GB-GBN,iso,native,
1716,GE,iso,native,
1716,HR,iso,native,
1716,HU,iso,native,
1716,IR,iso,native,
1716,IT,iso,native,
1716,KZ,iso,native,
1716,LU,iso,native,
1716,LV,iso,native,
1716,MK,iso,native,
1716,NL,iso,native,
1716,NO,iso,native,
1716,PL,iso,native,
1716,PT,iso,native,
1716,RO,iso,native,
1716,RS,iso,native,
1716,RU,iso,native,
1716,SE,iso,native,
1716,SI,iso,native,
1716,SK,iso,native,
1716,TR,iso,native,
1719,AM,iso,native,
1719,AT,iso,native,
1719,BE,iso,native,
1719,BG,iso,native,
1719,CH,iso,native,
1719,CZ,iso,native,
1719,DE,iso,native,
1719,DK,iso,native,
1719,EE,iso,native,
1719,ES,iso,native,
1719,FI,iso,native,
1719,FR,iso,native,
1719,HU,iso,native,
1719,IT,iso,native,
1719,JP,iso,native,
1719,KG,iso,native,
1719,LV,iso,native,
1719,NL,iso,native,
1719,NO,iso,native,
1719,PL,iso,native,
1719,RO,iso,native,
1719,RU,iso,native,
1719,SE,iso,native,
1719,SI,iso,native,
1719,SK,iso,native,
1719,TR,iso,native,
1723,AT,iso,native,
1723,BA,iso,native,
1723,BE,iso,native,
1723,BG,iso,native,
1723,CH,iso,native,
1723,DE,iso,native,
1723,DK,iso,native,
1723,EE,iso,native,
1723,ES,iso,native,
1723,FI,iso,native,
1723,FR,iso,native,
1723,GR,iso,native,
1723,IT,iso,native,
1723,LV,iso,native,
1723,NO,iso,native,
1723,PL,iso,native,
1723,RO,iso,native,
1723,RU,iso,native,
1723,SE,iso,native,
1723,SK,iso,native,
1725,AL,iso,native,
1725,AM,iso,native,
1725,AM,iso,native,
1725,AT,iso,native,
1725,BA,iso,native,
1725,BE,iso,native,
1725,BG,iso,native,
1725,BY,iso,native,
1725,CH,iso,native,
1725,CZ,iso,native,
1725,DE,iso,native,
1725,DK,iso,native,
1725,EE,iso,native,
1725,ES,iso,native,
1725,ES-CN,iso,native,
1725,FI,iso,native,
1725,FR,iso,native,
1725,GB-GBN,iso,native,
1725,GR,iso,native,
1725,HR,iso,native,
1725,HU,iso,native,
1725,IE,iso,native,
1725,IL,iso,native,
1725,IR,iso,native,
1725,IT,iso,native,
1725,IT-82,iso,native,
1725,KZ,iso,native,
1725,LB,iso,native,
1725,LT,iso,native,
1725,LU,iso,native,
1725,LV,iso,native,
1725,MA,iso,native,
1725,MK,iso,native,
1725,NL,iso,native,
1725,NO,iso,native,
1725,PL,iso,native,
1725,RO,iso,native,
1725,RS,iso,native,
1725,RU,iso,native,
1725,SE,iso,native,
1725,SI,iso,native,
1725,SK,iso,native,
1725,TR,iso,native,
1725,UA,iso,native,
1730,MA,iso,native,
1732,CA,iso,native,
1732,US,iso,native,
1735,CO,iso,native,
1737,MX,iso,native,
1737,PE,iso,native,
1739,EC,iso,native,
1741,ID,iso,native,
1743,BT,iso,native,
1743,ID,iso,native,
1743,IN,iso,native,
1743,LK,iso,native,
1745,TW,iso,native,
1747,ID,iso,native,
1747,IN,iso,native,
1747,JP,iso,native,
1747,KR,iso,native,
1751,AU,iso,native,
1751,CN,iso,native,
1751,JP,iso,native,
1751,KR,iso,native,
1751,PW,iso,native,
1751,TH,iso,native,
1751,VN,iso,native,
1756,IN,iso,native,
1756,LK,iso,native,
1756,MM,iso,native,
1758,MY-13,iso,native,
1760,IN,iso,native,
1762,CN,iso,native,
1762,ID,iso,native,
1762,IN,iso,native,
1762,LK,iso,native,
1762,TH,iso,native,
1765,AU,iso,native,
1765,LK,iso,native,
1765,NP,iso,native,
1765,TH,iso,native,
1765,TZ,iso,native,
1765,VN,iso,native,
1767,ID,iso,native,
1769,MW,iso,native,
1769,TZ,iso,native,
1769,UG,iso,native,
1771,CD,iso,native,
1771,KE,iso,native,
1773,ZA,iso,native,
1775,CD,iso,native,
1775,KE,iso,native,
1775,MW,iso,native,
1775,NA,iso,native,
1775,YE,iso,native,
1775,ZW,iso,native,
1778,AO,iso,native,
1778,KE,iso,native,
1778,MW,iso,native,
1778,SZ,iso,native,
1778,TZ,iso,native,
1778,ZM,iso,native,
1780,LS,iso,native,
1780,MW,iso,native,
1780,SZ,iso,native,
1780,ZA,iso,native,
1780,ZW,iso,native,
1783,AO,iso,native,
1783,MW,iso,native,
1783,TZ,iso,native,
1783,ZA,iso,native,
1785,CD,iso,native,
1785,CI,iso,native,
1785,CM,iso,native,
1785,GH,iso,native,
1785,GN,iso,native,
1785,MG,iso,native,
1785,MW,iso,native,
1785,RE,iso,native,
1785,RW,iso,native,
1785,TZ,iso,native,
1785,YE,iso,native,
1785,ZA,iso,native,
1785,ZW,iso,native,
1791,CA,iso,native,
1791,US,iso,native,
1793,US,iso,native,
1799,AF,iso,native,
1799,AL,iso,native,
1799,AM,iso,native,
1799,AT,iso,native,
1799,AZ,iso,native,
1799,BA,iso,native,
1799,BE,iso,native,
1799,BG,iso,native,
1799,CH,iso,native,
1799,CN,iso,native,
1799,CN,iso,native,
1799,CZ,iso,native,
1799,DE,iso,native,
1799,DK,iso,native,
1799,DZ,iso,native,
1799,ES-CN,iso,native,
1799,FR,iso,native,
1799,FR-H,iso,native,
1799,GB-GBN,iso,native,
1799,GE,iso,native,
1799,GR,iso,native,
1799,GR-M,iso,native,
1799,HR,iso,native,
1799,HU,iso,native,
1799,IN,iso,native,
1799,IR,iso,native,
1799,IT,iso,native,
1799,IT-88,iso,native,
1799,IT-82,iso,native,
1799,KG,iso,native,
1799,KZ,iso,native,
1799,MA,iso,native,
1799,ME,iso,native,
1799,MK,iso,native,
1799,NL,iso,native,
1799,NP,iso,native,
1799,PK,iso,native,
1799,PL,iso,native,
1799,PT,iso,native,
1799,RO,iso,native,
1799,RS,iso,native,
1799,RU,iso,native,
